ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related characteristics. The focus is on a specific chemical compound without reference to ROR1 targeting.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family member characteristics in the claims. The claims are centered on a specific chemical compound without reference to B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives. The focus is on a specific chemical compound unrelated to topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibodies. They focus solely on a specific chemical compound.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The claims are specific to a chemical compound unrelated to the ADC program targets.",195-900-066-172-733,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL.",True,high,"Claim 12 explicitly lists an anti-B7-H3 (CD276) antibody, indicating a high confidence in B7-H3 targeting.",True,high,"The claims specify a camptothecin drug, which is a known topoisomerase I inhibitor, providing high confidence in the use of a topoisomerase I inhibitor payload.",False,"While the claims mention bispecific antibodies, there is no indication that one arm targets ROR1 or B7-H3.",True,The patent poses a competitive risk due to high confidence in both B7-H3 targeting and the use of a topoisomerase I inhibitor payload.,160-036-141-399-120,
False,none,"The claims focus on antibodies targeting TIM3, with no mention of ROR1 or related characteristics.",False,none,The claims are specific to TIM3 and do not mention B7-H3 or related characteristics.,False,none,The claims do not specify a topoisomerase I inhibitor as a payload. The cytotoxic agents listed do not include any topoisomerase I inhibitors.,False,There are no claims describing bispecific or multispecific antibodies involving ROR1 or B7-H3.,False,"The patent claims are specific to TIM3-targeting antibodies and do not involve ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",053-066-299-458-037,
False,none,The claims focus on T-cell receptors targeting mutant RAS peptides and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"The patent claims are specific to T-cell receptors targeting mutant RAS and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",134-637-799-447-396,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member descriptions.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims focus on hetero-structured RNA and its use as an immune stimulant, with no relevance to ROR1, B7-H3, or topoisomerase I inhibitor payloads.",100-876-394-614-306,
False,none,"The claims focus on antibodies targeting clusterin, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"There is no mention of B7-H3, CD276, or related B7 family members in the claims.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to anti-clusterin antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads, indicating no competitive risk to the ADC program targeting these elements.",001-185-565-792-907,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",False,none,The claims do not specify a topoisomerase I inhibitor or any related compounds such as camptothecin derivatives. The focus is on a generic toxin molecule for ADCs without specifying the type of cytotoxic payload.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are addressed in the claims.",022-939-359-330-779,
False,none,The claims do not mention ROR1 or any characteristics specific to ROR1 targeting antibodies.,False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3 targeting antibodies.",False,none,The claims focus on duocarmycin payloads and do not mention topoisomerase I inhibitors or related compounds.,False,The claims do not describe bispecific or multispecific antibodies.,False,"There is no indication of ROR1, B7-H3, or topoisomerase I inhibitor involvement in the claims, thus posing no competitive risk to the specified ADC program.",021-152-591-233-775,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics.",False,none,The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",022-533-525-137-65X,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any specific characteristics associated with ROR1 targeting.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting.",False,none,The claims focus on pyrrolobenzodiazepine dimers and do not mention topoisomerase I inhibitors or related payloads.,False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"There is no indication in the claims of targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, thus posing no competitive risk to the ADC program.",036-118-368-354-000,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 targeting in the claims.",False,none,"The claims do not specify any topoisomerase I inhibitors or related structural descriptions. The focus is on enediyne compounds, which are not related to topoisomerase I inhibition.",False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",035-011-565-205-358,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as orphan receptor tyrosine kinase or Wnt5a signaling involvement.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is on Fc receptor binding antibodies, specifically anti-FcγRIIB.",False,none,The claims do not reference any topoisomerase I inhibitors or related payloads. The focus is on antibody formulations and administration routes.,False,The claims do not describe any bispecific or multispecific antibodies. They focus on single antibody formulations targeting FcγRIIB.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent focuses on Fc receptor binding antibodies, specifically anti-FcγRIIB, which does not overlap with the ADC program targets.",036-581-251-083-299,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 targeting in the claims.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described.",048-069-851-207-761,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting. The focus is on a crystalline form of a specific compound, CFT7455, without reference to ROR1.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The patent is centered on a crystalline compound and its therapeutic applications, not on B7-H3 targeting.",False,none,The claims do not reference topoisomerase I inhibitors or any related payloads. The patent is focused on a specific crystalline compound and its use in treating certain cancers.,False,The claims do not describe any bispecific or multispecific antibodies. The patent is focused on a crystalline form of a compound and its therapeutic applications.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met in the claims. The patent does not pose a competitive risk to an ADC program targeting these elements.",040-901-542-314-127,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",False,none,The claims do not mention topoisomerase I inhibitors or any specific compounds or mechanisms associated with topoisomerase I inhibition.,False,There is no mention of bispecific or multispecific antibodies in the claims.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there is no bispecific construct described. Therefore, the patent does not pose a competitive risk to the ADC program targeting these elements.",062-803-669-766-103,
False,none,The claims focus exclusively on anti-PD-L1 antibodies and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims, which are specific to PD-L1 antibodies.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads; they are focused on PD-L1 antibodies.,False,The claims do not describe any bispecific or multispecific antibodies; they are solely focused on anti-PD-L1 antibodies.,False,"The patent claims are specific to anti-PD-L1 antibodies and do not cover ROR1, B7-H3, or topoisomerase I inhibitor payloads, posing no competitive risk to the ADC program targeting these elements.",058-657-477-719-591,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The focus is on CDIM epitopes on B cells, unrelated to ROR1.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics. The claims focus on CDIM epitopes and B cell targeting, which are not associated with B7-H3.",False,none,"The claims do not specify any topoisomerase I inhibitors or related payloads. The focus is on cell membrane wounding and antibody crosslinking, not on specific cytotoxic payloads.",False,"The claims do not describe bispecific or multispecific antibodies. The focus is on polyvalent agents and crosslinking, not bispecific constructs.",False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The claims focus on CDIM epitopes and B cell targeting, which do not pose a competitive risk to the specified ADC program.",075-047-140-468-57X,
False,none,The claims focus on a pharmaceutical composition comprising anti-CTLA4 and anti-PD1 antibodies for treating hepatocellular carcinoma. There is no mention of ROR1 or related characteristics in the claims.,False,none,"The claims do not mention B7-H3, CD276, or any related characteristics. The focus is on CTLA4 and PD1 antibodies, which are unrelated to B7-H3.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads. The mention of chemotherapeutic drugs does not include any specific topoisomerase I inhibitors.,False,"The claims describe a mixture of antibodies, not a bispecific or multispecific antibody construct. There is no indication of targeting ROR1 or B7-H3.",False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent does not pose a competitive risk to the ADC program targeting these elements.",068-993-390-628-756,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is on DLK-1 targeting.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads. The focus is on lenvatinib and DLK-1 antibodies.,False,The claims do not describe any bispecific or multispecific antibodies involving ROR1 or B7-H3.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed.",076-451-797-465-083,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",True,high,"Claim 4 explicitly mentions B7-H3 as part of the costimulatory domain in the chimeric antigen receptor (CAR), indicating a specific targeting of B7-H3.",False,none,There is no mention of topoisomerase I inhibitors or related payloads such as camptothecin derivatives in the claims.,False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The high confidence in B7-H3 targeting through the CAR construct poses a competitive risk to ADC programs targeting B7-H3.,079-331-652-614-431,
False,none,"The claims focus on antibodies targeting CD123, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3 or related characteristics in the claims, which are specific to CD123.",False,none,"The claims do not mention topoisomerase I inhibitors or related payloads, focusing instead on KSP inhibitors.",False,The claims do not describe bispecific or multispecific antibodies; they are specific to CD123 targeting.,False,"The patent claims are specific to CD123-targeting ADCs with KSP inhibitors, with no overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",076-998-018-196-97X,
False,none,"The claims focus on antibodies targeting Tie2, with no mention of ROR1 or related characteristics such as Wnt5a signaling or expression in specific lymphomas.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is solely on Tie2.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads. The focus is on antibodies against Tie2.,False,The claims do not describe any bispecific or multispecific antibodies. They are specific to Tie2 targeting.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as it is specific to Tie2 antibodies.",078-356-006-344-451,
False,none,"The claims focus on antibodies targeting human LAG-3, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"The claims are specific to antibodies binding to LAG-3, with no indication of targeting B7-H3 or related B7 family members.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,The claims do not describe bispecific or multispecific antibodies; they focus solely on LAG-3 targeting antibodies.,False,"The patent claims are specific to LAG-3 targeting antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads, posing no competitive risk to the ADC program.",093-590-538-418-238,
False,none,The claims focus on antibodies targeting MMP-7 and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,The claims do not mention topoisomerase I inhibitors or related payloads.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to MMP-7 targeting antibodies and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",089-795-807-175-241,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any specific characteristics associated with ROR1 targeting.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting.",False,none,"The claims focus on pyrrolo[2,1-c][1,4]benzodiazepine (PBD) derivatives as cytotoxic agents, with no mention of topoisomerase I inhibitors or related compounds.",False,The claims do not describe bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described. Therefore, the patent does not pose a competitive risk to the ADC program targeting these elements.",097-125-793-743-929,
False,none,The claims focus on an anti-LSR antibody and do not mention ROR1 or any characteristics associated with ROR1 targeting.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is solely on LSR targeting.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads. The focus is on antibody targeting of LSR.,False,"While the claims mention various antibody formats, including bispecifics, there is no indication that any of these target ROR1 or B7-H3.",False,"The patent claims are specific to LSR targeting and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads. Therefore, it does not pose a competitive risk to the ADC program targeting these elements.",100-516-873-280-80X,
False,none,The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting.,True,high,"The claims explicitly mention an anti-B7-H3 (CD276) antibody, indicating a clear intent to target B7-H3.",True,high,"The claims describe a camptothecin derivative, which is a known topoisomerase I inhibitor, supporting high confidence in targeting topoisomerase I.",False,The claims do not describe a bispecific or multispecific antibody construct.,True,The patent poses a competitive risk due to high confidence in targeting both B7-H3 and using a topoisomerase I inhibitor payload.,106-886-654-548-227,
False,none,"The claims focus on mutated humanized 12G4 antibodies targeting the anti-Müllerian hormone type II receptor, with no mention of ROR1 or related characteristics.",False,none,"The claims do not mention B7-H3, CD276, or any related characteristics. The focus is solely on the anti-Müllerian hormone type II receptor.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims. The patent is focused on nucleic acids encoding specific antibody sequences.,False,The claims do not describe bispecific or multispecific antibodies. They are focused on mutated humanized 12G4 antibodies targeting a single receptor.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as it is focused on a different target and does not mention relevant payloads.",104-452-319-237-690,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3, such as being a 4Ig B7 family member or overexpression in specific cancers.",False,none,"The claims do not mention any topoisomerase I inhibitors or related payloads, nor do they describe any camptothecin derivatives or similar structures.",False,"The claims do not describe any bispecific or multispecific antibodies, nor do they mention any constructs targeting ROR1 or B7-H3.",False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs described. Therefore, there is no competitive risk to the ADC program targeting these elements.",102-796-153-822-430,
False,none,The claims focus on HER binding peptides and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",True,medium,"The claims include camptothecin, a known topoisomerase I inhibitor, as a potential small molecule drug in the complex.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The presence of camptothecin in the claims as a payload provides medium confidence of competitive risk to a topoisomerase I inhibitor ADC program.,115-053-512-299-720,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The focus is on IL-8 targeting.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The patent is centered on IL-8 targeting.",False,none,The claims do not reference any topoisomerase I inhibitors or related payloads. The focus is on IL-8 targeting antibodies.,False,The claims do not describe any bispecific or multispecific antibodies involving ROR1 or B7-H3.,False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as it focuses solely on IL-8 targeting.",134-925-094-221-916,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is on PD1 and IL-17B inhibitors.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads. The focus is on immune checkpoint and cytokine inhibition.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims focus on PD1 and IL-17B inhibitors, with no mention of ROR1, B7-H3, or topoisomerase I inhibitors. Therefore, it does not pose a competitive risk to the ADC program targeting these elements.",137-340-950-812-694,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL or mantle cell lymphoma.",False,none,"The claims do not mention B7-H3, CD276, or any characteristics specific to B7-H3, such as being a 4Ig B7 family member or overexpression in specific cancers.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads such as camptothecin derivatives.,False,"While the claims describe a multi-specific binding protein, none of the binding sites target ROR1 or B7-H3.",False,"There is no competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are claimed in the patent.",138-591-445-380-547,
False,none,"The claims focus on a bispecific antibody targeting EGFR and cMET, with no mention of ROR1 or related characteristics.",False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads.,True,"The claims describe a bispecific antibody targeting EGFR and cMET, but neither target is ROR1 or B7-H3.",False,"The patent does not target ROR1, B7-H3, or involve a topoisomerase I inhibitor payload, and thus does not pose a competitive risk to the ADC program.",147-500-612-714-541,
False,none,The claims do not mention ROR1 or any related characteristics such as orphan receptor tyrosine kinase involvement in Wnt5a signaling or expression in specific cancers.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not mention any topoisomerase I inhibitors or related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",141-788-549-905-317,
False,none,The claims focus exclusively on an anti-Her3 antibody-drug conjugate with no mention or implication of ROR1 targeting.,False,none,The claims are specific to Her3 and do not mention B7-H3 or any related characteristics that would suggest B7-H3 targeting.,False,none,There is no mention of a topoisomerase I inhibitor or related payloads in the claims. The focus is on the structure and components of the Her3 ADC.,False,The claims do not describe a bispecific or multispecific antibody construct. They are specific to a Her3-targeting ADC.,False,"The patent claims are specific to Her3-targeting ADCs and do not overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads. Therefore, it does not pose a competitive risk to the specified ADC program.",148-592-025-870-547,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not specify a topoisomerase I inhibitor or any related compounds like camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibodies.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and no bispecific constructs are claimed.",171-026-605-189-800,
False,none,The claims focus on antibodies targeting CAPRIN-1 protein and do not mention ROR1 or any related characteristics.,False,none,"There is no mention of B7-H3, CD276, or related characteristics in the claims. The focus is on CAPRIN-1 protein.",False,none,The claims do not mention topoisomerase I inhibitors or related payloads. The focus is on a pyrimidine-based drug and carboplatin.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are specific to CAPRIN-1 targeting antibodies combined with pyrimidine-based drugs and carboplatin, with no overlap with ROR1, B7-H3, or topoisomerase I inhibitor payloads.",177-443-600-519-992,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims.",False,none,The claims do not reference topoisomerase I inhibitors or any related payloads such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",180-237-658-882-955,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3 or any related characteristics. The focus is on CD38 and BCMA, which are unrelated to B7-H3.",False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims. The focus is on bispecific antibodies and radioimmunotherapy.,False,"While the claims describe bispecific antibodies, neither arm targets ROR1 or B7-H3, which are the relevant targets for this analysis.",False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are addressed in the claims.",172-460-228-371-372,
False,none,"The claims focus on antibodies targeting BCMA, with no mention of ROR1 or related receptor characteristics.",False,none,The claims are specific to BCMA-targeting antibodies and do not mention B7-H3 or related characteristics.,False,none,There is no mention of topoisomerase I inhibitors or related payloads in the claims.,False,The claims do not describe any bispecific or multispecific antibodies involving ROR1 or B7-H3.,False,"The patent claims are specific to BCMA-targeting antibodies and do not involve ROR1, B7-H3, or topoisomerase I inhibitor payloads, posing no competitive risk to the ADC program targeting these elements.",187-856-240-555-25X,
False,none,The claims focus on antibodies targeting adrenomedullin (ADM) and do not mention ROR1 or any related receptor tyrosine kinase characteristics.,False,none,"There is no mention of B7-H3, CD276, or any related B7 family member in the claims. The focus is solely on adrenomedullin (ADM) targeting.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads. The focus is on antibodies against adrenomedullin (ADM).,False,The claims do not describe any bispecific or multispecific antibody constructs. They are specific to monoclonal antibodies targeting adrenomedullin (ADM).,False,"The patent claims are specific to antibodies targeting adrenomedullin (ADM) and do not involve ROR1, B7-H3, or topoisomerase I inhibitor payloads. Therefore, it poses no competitive risk to the ADC program targeting these elements.",186-468-829-330-917,
False,none,"The claims do not mention ROR1 or any characteristics associated with ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims specifically target B7-H4, not B7-H3. B7-H4 is a different protein and should not be confused with B7-H3.",True,high,"The claims explicitly mention a topoisomerase inhibitor as the cytotoxic agent in the ADC, which aligns with the criteria for a topoisomerase I inhibitor payload.",False,The claims do not describe a bispecific or multispecific antibody construct.,True,"The patent poses a competitive risk due to the high confidence in the use of a topoisomerase I inhibitor payload, despite not targeting ROR1 or B7-H3.",193-420-291-409-64X,
False,none,The claims focus on anti-FSTL1 antibodies and do not mention ROR1 or any related receptor tyrosine kinase characteristics.,False,none,"The claims do not specify B7-H3 or CD276. Although B7-H3 is mentioned in the context of combination therapies, it is not the target of the claimed antibodies.",False,low,The claims mention topoisomerase inhibitors in a broad context of chemotherapeutic agents but do not specify a topoisomerase I inhibitor payload in the context of an ADC.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims are focused on anti-FSTL1 antibodies and do not cover ROR1, B7-H3, or a topoisomerase I inhibitor payload with sufficient specificity to pose a competitive risk.",193-154-903-199-622,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as its expression profile or exclusion of other B7 family members.",True,high,"Claim 15 explicitly lists SN-38, a known topoisomerase I inhibitor, as a potential payload, providing high confidence in the relevance to topoisomerase I inhibitor payloads.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The presence of a high-confidence topoisomerase I inhibitor payload (SN-38) in the claims indicates competitive risk to ADC programs using similar payloads.,072-174-337-144-598,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1, such as involvement in Wnt5a signaling or expression in CLL. The focus is on CAR constructs and immune-enhancing RNAs without specifying ROR1 as a target.",False,none,"There is no mention of B7-H3, CD276, or any specific characteristics of B7-H3 in the claims. The claims are centered around CAR constructs and immune-enhancing RNAs without specifying B7-H3 as a target.",False,none,"The claims do not mention topoisomerase I inhibitors or any related payloads. The focus is on nucleic acid molecules and CAR constructs, not on cytotoxic payloads.",False,The claims do not describe bispecific or multispecific antibodies. They focus on CAR constructs and immune-enhancing RNAs without indicating bispecific constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The claims focus on CAR constructs and immune-enhancing RNAs, which do not overlap with the ADC program targeting ROR1, B7-H3, or topoisomerase I inhibitors.",145-757-231-215-15X,
False,none,"The claims focus on bispecific chimeric antigen receptors targeting GPRC5D and BCMA, with no mention of ROR1 or related receptor tyrosine kinases.",False,none,"There is no mention of B7-H3, CD276, or any related B7 family members in the claims. The focus is on GPRC5D and BCMA.",False,none,The claims do not mention any topoisomerase I inhibitors or related payloads. The focus is on CAR constructs and not ADCs.,False,"While the claims describe bispecific CARs, they do not target ROR1 or B7-H3, which are the relevant targets for this analysis.",False,"The patent does not pose a competitive risk to an ADC program targeting ROR1, B7-H3, or using a topoisomerase I inhibitor payload, as none of these elements are addressed in the claims.",059-611-824-925-537,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as involvement in Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any specific payloads related to topoisomerase I inhibition.,False,"While the claims mention bispecific antibodies, they are specific to CD38 and do not involve ROR1 or B7-H3.",False,"The patent claims are focused on combinations involving anti-CD38 agents and DHODH inhibitors, with no mention of ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",044-973-333-628-996,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific cancers.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as overexpression in certain solid tumors.",True,high,"Claim 11 explicitly lists topotecan and camptothecin, which are known topoisomerase I inhibitors, as potential payloads for the conjugates.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The patent poses a competitive risk due to the high confidence identification of topoisomerase I inhibitors as payloads in the claimed conjugates.,126-970-128-775-646,
